Panel Name,Panel ID,Version Number,Gene Name,Gene Status
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FAH,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FAM120C,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FAM47B,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FAM58A,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FANCB,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FASN,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FBN1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FBXO25,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FGFR1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FGFR2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FGFR3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FKBPL,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FOXP3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FRAS1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FREM1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FRMD7,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FRMPD4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FRY,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FTL,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,FTO,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GAB3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GABBR2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GABRQ,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GAD1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GALNS,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GBA2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GCSH,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GFER,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GJB1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GLRA2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GMPPB,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GON4L,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GPAA1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GPHN,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GPRASP1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GRB14,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GRIA1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GRIA2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GSS,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,GTPBP8,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,HAUS7,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,HAX1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,HDAC6,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,HDHD1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,HIST1H4B,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,HIST3H3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,HIVEP2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,HMGCL,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,HS6ST2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,IARS2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,IER3IP1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,IFNAR2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,IGBP1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,IGSF1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,IL1RAPL2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,IL3RA,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,INF2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,INPP4A,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,IRAK1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ITGA4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ITIH6,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ITPR1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KANK1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KCND1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KCNH5,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KCNJ6,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KCNK12,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KCNK9,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KCNMA1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KCNQ3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KDM1A,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KDM5A,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KDM6B,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KIAA0226,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KIF26B,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KIF2A,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KIF4A,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KIRREL3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KLF8,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KLHL15,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KLHL21,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KLHL34,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KLHL4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KMT2C,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,KRIT1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,LAS1L,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,LBR,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,LGI1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,LHFPL3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,LIMK1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,LONP1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,LRAT,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,LRP1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,LRRK1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAGEA11,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAGEB1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAGEB10,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAGEB2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAGEC1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAGEC3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAGED1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAGEE2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAGI2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAGIX,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAGT1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAOB,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAP3K15,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAP7D3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MAPK10,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MBNL3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MBTPS2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MCEE,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MED23,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MED25,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MGAT5B,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MIB1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MIR17HG,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MLH1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MORC4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MPDZ,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MRE11A,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MSL3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MTF1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MTM1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MTMR1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MTMR8,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MTOR,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MTTP,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MVK,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MXRA5,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MYO1D,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MYO1G,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,MYT1L,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NDN,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NDST1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NDUFA11,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NDUFA12,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NDUFAF2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NDUFS2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NDUFS3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NECAB2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NEDD4L,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NFIA,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NKAP,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NLGN4X,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NLRP3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NR1I3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NRK,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NRXN3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NTM,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NTRK1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NUP62,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NXF4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,NXF5,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,OBSL1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ODF2L,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,OGT,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,OR5M1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,OXCT1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,P2RY4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,P2RY8,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,P4HB,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PABPC5,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PANK2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PARP1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PASD1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PBRM1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PCBD1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PCDH10,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PDCD10,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PDGFRB,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PECR,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PET100,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PEX11B,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PGRMC1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PHACTR1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PHC1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PHF10,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PHF21A,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PHIP,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PHKA1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PHOX2B,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PIGQ,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PIK3C3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PIN4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PJA1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PLCXD1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PLXNB3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PNP,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,POC1A,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,POLA1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PPOX,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PRDX4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PREPL,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PRICKLE3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PRMT9,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PROX2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PRRG1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PRRG3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PSAT1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PSMA7,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PSMD10,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PTPN21,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PUF60,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PUS1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PVRL1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PYCR1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,PYCR2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,QARS,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,QKI,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RAB27A,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RAB40AL,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RABL6,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RAD50,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RAD51,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RAD51C,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RALGDS,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RAPGEF1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RAPSN,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RAX,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RBM28,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RENBP,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RGAG1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RGN,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RGS7,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RHEB,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RLIM,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RNF113A,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RNF168,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RPGR,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RPL10,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RRAS,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RTTN,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,RYR3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SACS,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SALL1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SCAPER,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SCN1B,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SCRIB,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SERAC1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SETDB2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SHOX,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SHROOM2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SHROOM4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SLC25A19,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SLC25A53,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SLC25A6,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SLC26A9,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SLC31A1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SLC33A1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SLC35A1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SLC39A14,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SLC52A3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SLC6A5,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SLC9A9,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SMAD4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SMARCC1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SMARCC2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SMARCD1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SMARCD2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SMARCD3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SMC3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SNIP1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SNTG1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SNX3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SOBP,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SPRY3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SPTLC2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SREBF2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SRGAP3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ST3GAL5,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,STAB2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,STAG1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,STARD8,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,STT3A,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,STT3B,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SYNCRIP,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SYNE1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SYT1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SYT14,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SYTL4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SYTL5,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,SZT2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TACO1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TAF1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TAF2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TAF7L,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TANC2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TBC1D8B,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TBX1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TCEAL3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TCP10L2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TCTN1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TECPR2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TECR,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TENM1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TFB2M,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TGFBR1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TGFBR2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,THOC2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,THRB,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,THUMPD1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TK2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TKTL1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TLR8,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TM4SF20,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TMEM132E,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TMEM135,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TMEM231,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TMLHE,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TNKS2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TNPO2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TRAPPC11,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TREX2,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TRMT1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TSC22D3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TUBAL3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TUBGCP4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,TUFM,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,UBR7,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,UBTF,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,UPB1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,UQCRB,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,UQCRQ,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,USP27X,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,UTP14A,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,VAMP7,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,VIP,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,WDR11,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,WDR13,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,WDR60,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,WDR81,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,WNK3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,WNT4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,WWC3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,XIAP,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,XK,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,XKRX,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,XPA,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,XPNPEP3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,YAP1,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZBTB16,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZBTB18,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZBTB40,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZC3H14,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZCCHC12,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZCCHC8,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZDHHC15,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZFHX4,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZFX,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZMYM3,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZMYM6,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZMYND12,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZNF335,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZNF41,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZNF425,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZNF526,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZNF592,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZNF599,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZNF674,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZNF713,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZNF81,Red
Intellectual disability,558aa423bb5a16630e15b63c,1.163,ZSWIM6,Red
Congenital hearing impairment (profound/severe),558ac48fbb5a16630dcfeaad,1.11,ABHD12,Green
Congenital hearing impairment (profound/severe),558ac48fbb5a16630dcfeaad,1.11,ACTG1,Green
Congenital hearing impairment (profound/severe),558ac48fbb5a16630dcfeaad,1.11,ADGRV1,Green
Congenital hearing impairment (profound/severe),558ac48fbb5a16630dcfeaad,1.11,ALMS1,Green
Congenital hearing impairment (profound/severe),558ac48fbb5a16630dcfeaad,1.11,ATP6V1B1,Green
Congenital hearing impairment (profound/severe),558ac48fbb5a16630dcfeaad,1.11,BCS1L,Green
Congenital hearing impairment (profound/severe),558ac48fbb5a16630dcfeaad,1.11,BSND,Green
Congenital hearing impairment (profound/severe),558ac48fbb5a16630dcfeaad,1.11,CABP2,Green
Congenital hearing impairment (profound/severe),558ac48fbb5a16630dcfeaad,1.11,CDH23,Green
Congenital hearing impairment (profound/severe),558ac48fbb5a16630dcfeaad,1.11,CEP78,Green
Congenital hearing impairment (profound/severe),558ac48fbb5a16630dcfeaad,1.11,CHD7,Green
Congenital hearing impairment (profound/severe),558ac48fbb5a16630dcfeaad,1.11,CIB2,Green
