Panel Name,Panel ID,Version Number,Gene Name,Gene Status
Cataracts,553f979fbb5a1616e5ed45f8,1.9,OTX2,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,PEX5L,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,PITX2,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,POMGNT1,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,POMGNT2,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,POMK,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,POMT1,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,POMT2,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,PRX,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,PTCH1,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,PVRL3,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,RECQL4,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,RNLS,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,SEC23A,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,SIX3,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,SIX5,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,SIX6,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,SLC16A12,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,SOX2,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,SREBF2,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,TMEM114,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,TMEM5,Red
Cataracts,553f979fbb5a1616e5ed45f8,1.9,TMEM70,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,ALDH1A3,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,BCOR,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,BMP4,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,COL4A1,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,FOXC1,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,FOXE3,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,FRAS1,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,FREM1,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,FREM2,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,GRIP1,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,HCCS,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,MAB21L2,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,MFRP,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,OTX2,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,PAX6,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,PITX2,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,PRSS56,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,RAB18,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,RAB3GAP1,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,RAB3GAP2,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,RARB,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,RAX,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,SHH,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,SIX6,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,SMOC1,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,SOX2,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,STRA6,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,TBC1D20,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,VSX2,Green
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,ABCB6,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,B3GALTL,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,BMPR1A,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,CYP1B1,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,DDB1,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,DDB2,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,ERCC1,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,ERCC2,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,ERCC3,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,ERCC4,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,ERCC5,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,ERCC6,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,ERCC8,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,GDF3,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,GDF6,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,GTF2H5,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,HDAC6,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,MPLKIP,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,PITX3,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,POLH,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,TENM3,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,VAX1,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,XPA,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,XPC,Red
Anophthalmia/microphthamia,553f97abbb5a1616e5ed45f9,1.5,TMEM98,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,ACVR2B,Green
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,NODAL,Green
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,ZIC3,Green
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,ACTC1,Amber
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,CFC1,Amber
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,CRELD1,Amber
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,DNAH11,Amber
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,DNAH5,Amber
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,DNAI1,Amber
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,GDF1,Amber
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,MYH6,Amber
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,AGPAT2,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,CCDC103,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,CCDC114,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,CCDC39,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,CCDC40,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,CFAP53,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,CITED2,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,DNAAF1,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,DNAAF2,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,DNAAF3,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,DNAAF5,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,DNAI2,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,DNAL1,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,FOXH1,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,GATA4,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,GATA5,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,GATA6,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,GJA1,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,HYDIN,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,LEFTY2,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,LRRC6,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,LZTFL1,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,MMP21,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,NKX2-5,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,NME8,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,NPHP4,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,OFD1,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,RPGR,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,RPSA,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,RSPH4A,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,RSPH9,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,SHROOM3,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,TBX20,Red
Isomerism and laterality disorders,5540ef61bb5a160c33b964da,0.7,TLL1,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,AR,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,ASAH1,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,BICD2,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,CHCHD10,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,DYNC1H1,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,EXOSC3,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,IGHMBP2,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,SLC52A2,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,SLC52A3,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,SMN1,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,SPG11,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,TRIP4,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,TRPV4,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,UBA1,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,VRK1,Green
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,ALS2,Amber
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,ATP7A,Amber
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,EXOSC8,Amber
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,HSPB1,Amber
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,HSPB8,Amber
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,REEP1,Amber
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,SETX,Amber
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,VAPB,Amber
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,AARS,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,BSCL2,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,DCTN1,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,DMPK,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,DNAJB2,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,FBXO38,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,GARS,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,HSPB3,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,MEG3,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,PLEKHG5,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,SIGMAR1,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,SLC52A1,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,SLC5A7,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,SNRPN,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,SYT2,Red
Paediatric motor neuronopathies,5541ef3dbb5a160c33b964e0,1.6,UBQLN1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ACADM,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ACADVL,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ALDH18A1,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ARG1,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ASL,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ASS1,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,AUH,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,BCKDHA,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,BCKDHB,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,CA5A,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,CPS1,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,CPT1A,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,CPT2,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,DBT,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ETFA,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ETFB,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ETFDH,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,GLUD1,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,HADHA,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,HADHB,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,HLCS,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,HMGCL,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,IVD,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MLYCD,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MMAA,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MMAB,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MUT,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,NAGS,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,OAT,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,OTC,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,PC,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,PCCA,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,PCCB,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,POLG,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,PYGM,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,SLC22A5,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,SLC25A13,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,SLC25A15,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,SLC25A20,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,SLC7A7,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,TMEM70,Green
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ACAD9,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ACADL,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ACADS,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ACSF3,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,AGA,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,AGL,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ARSA,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ARSB,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ATPAF2,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,CD320,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,CLN3,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,CLN5,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,CLN6,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,CLN8,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,CYP27A1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,DLD,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,ENO3,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,G6PC,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,GAA,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,GALC,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,GALNS,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,GBA,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,GBE1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,GLA,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,GLB1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,GM2A,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,GNPTAB,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,GYS1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,GYS2,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,HGSNAT,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,HMGCS2,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,HYAL1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,IDS,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,IDUA,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,LIPA,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,LMBRD1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,LPIN1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MAN2B1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MANBA,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MCCC1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MCCC2,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MCEE,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MCOLN1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MFSD8,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MMACHC,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MTR,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,MTRR,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,NAGA,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,NAGLU,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,NEU1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,NPC1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,NPC2,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,OPA3,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,PFKM,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,PPT1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,PYGL,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,SERAC1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,SGSH,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,SLC17A5,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,SLC37A4,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,SMPD1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,SUCLG1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,SUMF1,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,TAZ,Red
Hyperammonaemia,5548cc07bb5a16250cc22015,1.2,TPP1,Red
Kabuki syndrome,5549d5c4bb5a1630f22d5886,1.1,KDM6A,Green
Kabuki syndrome,5549d5c4bb5a1630f22d5886,1.1,KMT2D,Green
Kabuki syndrome,5549d5c4bb5a1630f22d5886,1.1,RAP1A,Red
Kabuki syndrome,5549d5c4bb5a1630f22d5886,1.1,RAP1B,Red
Genetic Epilepsies with Febrile Seizures Plus (GEFS+),5549fcd4bb5a167e4ccd1eb9,1.8,GABRG2,Green
Genetic Epilepsies with Febrile Seizures Plus (GEFS+),5549fcd4bb5a167e4ccd1eb9,1.8,SCN1A,Green
Genetic Epilepsies with Febrile Seizures Plus (GEFS+),5549fcd4bb5a167e4ccd1eb9,1.8,SCN1B,Green
Genetic Epilepsies with Febrile Seizures Plus (GEFS+),5549fcd4bb5a167e4ccd1eb9,1.8,ADGRV1,Red
Genetic Epilepsies with Febrile Seizures Plus (GEFS+),5549fcd4bb5a167e4ccd1eb9,1.8,CPA6,Red
Genetic Epilepsies with Febrile Seizures Plus (GEFS+),5549fcd4bb5a167e4ccd1eb9,1.8,SCN9A,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,GABRA1,Green
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,GABRG2,Green
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,PCDH19,Green
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,SCN1A,Green
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,SCN1B,Green
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,SLC2A1,Green
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,TRAK1,Green
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,CACNB4,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,CASR,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,CNTN2,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,CPA6,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,DEPDC5,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,FTL,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,GABRB3,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,KCNMA1,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,KCNQ3,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,LGI1,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,NEDD4L,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,PRRT2,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,SCN2A,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,SCN9A,Red
Familial Genetic Generalised Epilepsies,5549fcdfbb5a167e4ccd1ebb,1.18,TBC1D24,Red
Familial Focal Epilepsies,5549fce0bb5a167e4ccd1ebc,1.8,CHRNA4,Green
Familial Focal Epilepsies,5549fce0bb5a167e4ccd1ebc,1.8,CHRNB2,Green
Familial Focal Epilepsies,5549fce0bb5a167e4ccd1ebc,1.8,CNTNAP2,Green
Familial Focal Epilepsies,5549fce0bb5a167e4ccd1ebc,1.8,DEPDC5,Green
Familial Focal Epilepsies,5549fce0bb5a167e4ccd1ebc,1.8,KCNT1,Green
Familial Focal Epilepsies,5549fce0bb5a167e4ccd1ebc,1.8,LGI1,Green
Familial Focal Epilepsies,5549fce0bb5a167e4ccd1ebc,1.8,SCN1A,Green
Familial Focal Epilepsies,5549fce0bb5a167e4ccd1ebc,1.8,CHRNA2,Red
Familial Focal Epilepsies,5549fce0bb5a167e4ccd1ebc,1.8,SCN9A,Red
Familial Focal Epilepsies,5549fce0bb5a167e4ccd1ebc,1.8,TSC1,Red
Chondrodysplasia punctata,554a0ac9bb5a167e4ccd1ec0,1.1,AGPS,Green
Chondrodysplasia punctata,554a0ac9bb5a167e4ccd1ec0,1.1,ARSE,Green
Chondrodysplasia punctata,554a0ac9bb5a167e4ccd1ec0,1.1,EBP,Green
Chondrodysplasia punctata,554a0ac9bb5a167e4ccd1ec0,1.1,GNPAT,Green
Chondrodysplasia punctata,554a0ac9bb5a167e4ccd1ec0,1.1,PEX7,Green
Stickler syndrome,554a0ac9bb5a167e4ccd1ec1,1.20,COL11A1,Green
Stickler syndrome,554a0ac9bb5a167e4ccd1ec1,1.20,COL11A2,Green
Stickler syndrome,554a0ac9bb5a167e4ccd1ec1,1.20,COL2A1,Green
Stickler syndrome,554a0ac9bb5a167e4ccd1ec1,1.20,COL9A1,Green
Stickler syndrome,554a0ac9bb5a167e4ccd1ec1,1.20,COL9A2,Green
Stickler syndrome,554a0ac9bb5a167e4ccd1ec1,1.20,COL9A3,Red
Stickler syndrome,554a0ac9bb5a167e4ccd1ec1,1.20,LOXL3,Red
Thoracic dystrophies,554a0ac9bb5a167e4ccd1ec2,1.0,C21orf2,Green
Thoracic dystrophies,554a0ac9bb5a167e4ccd1ec2,1.0,C2CD3,Green
Thoracic dystrophies,554a0ac9bb5a167e4ccd1ec2,1.0,CEP120,Green
Thoracic dystrophies,554a0ac9bb5a167e4ccd1ec2,1.0,CSPP1,Green
Thoracic dystrophies,554a0ac9bb5a167e4ccd1ec2,1.0,DYNC2H1,Green
Thoracic dystrophies,554a0ac9bb5a167e4ccd1ec2,1.0,DYNC2LI1,Green
Thoracic dystrophies,554a0ac9bb5a167e4ccd1ec2,1.0,EVC,Green
